key,en,fr,zh,ja,ko,zh_TW,ru,pl,es,pt,de,tr,it
MSG_CLOUD_SYNC_DISABLED,"Cloud Sync is disabled.","La synchronisation cloud est désactivée.","云同步已禁用。","クラウド同期は無効です。","클라우드 동기화가 비활성화되었습니다.","雲端同步已停用。","Облачная синхронизация отключена.","Synchronizacja w chmurze jest wyłączona.","La sincronización en la nube está desactivada.","A sincronização na nuvem está desativada.","Cloud-Synchronisierung ist deaktiviert.","Bulut Senkronizasyonu devre dışı.","La sincronizzazione cloud è disattivata."
MSG_CLOUD_SYNC_NOT_CONFIGURED,"Cloud Sync is not configured.","La synchronisation cloud n'est pas configurée.","云同步尚未配置。","クラウド同期が設定されていません。","클라우드 동기화가 구성되지 않았습니다.","雲端同步尚未設定。","Облачная синхронизация не настроена.","Synchronizacja w chmurze nie jest skonfigurowana.","La sincronización en la nube no está configurada.","A sincronização na nuvem não está configurada.","Cloud-Synchronisierung ist nicht konfiguriert.","Bulut Senkronizasyonu yapılandırılmamış.","La sincronizzazione cloud non è configurata."
MSG_CLOUD_SYNC_CONNECTED,"Cloud Sync connection validated.","La connexion de synchronisation cloud a été validée.","云同步连接已验证。","クラウド同期接続が確認されました。","클라우드 동기화 연결이 확인되었습니다.","雲端同步連線已驗證。","Подключение облачной синхронизации проверено.","Połączenie synchronizacji w chmurze zostało zweryfikowane.","La conexión de sincronización en la nube se ha validado.","A conexão de sincronização na nuvem foi validada.","Verbindung der Cloud-Synchronisierung wurde bestätigt.","Bulut Senkronizasyonu bağlantısı doğrulandı.","Connessione di sincronizzazione cloud convalidata."
MSG_CLOUD_SYNC_SYNCING,"Synchronizing...","Synchronisation en cours...","正在同步...","同期しています...","동기화 중...","正在同步...","Синхронизация...","Synchronizowanie...","Sincronizando...","Sincronizando...","Synchronisierung läuft...","Senkronize ediliyor...","Sincronizzazione..."
MSG_CLOUD_SYNC_SUCCESS,"Cloud Sync completed successfully.","La synchronisation cloud est terminée avec succès.","云同步成功完成。","クラウド同期が正常に完了しました。","클라우드 동기화가 성공적으로 완료되었습니다.","雲端同步成功完成。","Облачная синхронизация успешно завершена.","Synchronizacja w chmurze zakończyła się pomyślnie.","La sincronización en la nube se completó correctamente.","A sincronização na nuvem foi concluída com sucesso.","Cloud-Synchronisierung erfolgreich abgeschlossen.","Bulut Senkronizasyonu başarıyla tamamlandı.","Sincronizzazione cloud completata correttamente."
MSG_CLOUD_SYNC_FAILED,"Cloud Sync failed or requires attention.","La synchronisation cloud a échoué ou nécessite une intervention.","云同步失败或需要处理。","クラウド同期に失敗したか対応が必要です。","클라우드 동기화에 실패했거나 조치가 필요합니다.","雲端同步失敗或需要處理。","Облачная синхронизация завершилась ошибкой или требует вмешательства.","Synchronizacja w chmurze nie powiodła się lub wymaga uwagi.","La sincronización en la nube ha fallado o requiere atención.","A sincronização na nuvem falhou ou requer atenção.","Cloud-Synchronisierung ist fehlgeschlagen oder erfordert Aufmerksamkeit.","Bulut Senkronizasyonu başarısız oldu veya işlem gerekiyor.","La sincronizzazione cloud non è riuscita o richiede attenzione."
MSG_CLOUD_SYNC_CONFLICT,"Cloud Sync conflict requires attention.","Un conflit de synchronisation cloud nécessite une intervention.","存在云同步冲突需要处理。","クラウド同期の競合に対応する必要があります。","클라우드 동기화 충돌에 대한 조치가 필요합니다.","存在雲端同步衝突需要處理。","Конфликт облачной синхронизации требует вмешательства.","Konflikt synchronizacji w chmurze wymaga uwagi.","El conflicto de sincronización en la nube requiere atención.","O conflito de sincronização na nuvem requer atenção.","Ein Konflikt bei der Cloud-Synchronisierung erfordert Aufmerksamkeit.","Bulut Senkronizasyonu çakışması için işlem gerekiyor.","Il conflitto di sincronizzazione cloud richiede attenzione."
MSG_CLOUD_SYNC_AUTH_FAILED,"Cloud Sync connection failed.","La connexion de synchronisation cloud a échoué.","云同步连接失败。","クラウド同期接続に失敗しました。","클라우드 동기화 연결에 실패했습니다.","雲端同步連線失敗。","Не удалось подключиться к облачной синхронизации.","Nie udało się nawiązać połączenia synchronizacji w chmurze.","La conexión de sincronización en la nube ha fallado.","Falha na conexão de sincronização na nuvem.","Verbindung der Cloud-Synchronisierung fehlgeschlagen.","Bulut Senkronizasyonu bağlantısı başarısız oldu.","Connessione di sincronizzazione cloud non riuscita."
MSG_CLOUD_SYNC_SETTINGS_SAVED,"Cloud Sync settings saved.","Paramètres de synchronisation cloud enregistrés.","云同步设置已保存。","クラウド同期設定を保存しました。","클라우드 동기화 설정이 저장되었습니다.","雲端同步設定已儲存。","Настройки облачной синхронизации сохранены.","Ustawienia synchronizacji w chmurze zostały zapisane.","Se ha guardado la configuración de sincronización en la nube.","As configurações de sincronização na nuvem foram salvas.","Einstellungen der Cloud-Synchronisierung gespeichert.","Bulut Senkronizasyonu ayarları kaydedildi.","Impostazioni di sincronizzazione cloud salvate."
MSG_CLOUD_SYNC_CREDENTIAL_SAVE_FAILED,"Could not save the encrypted credential.","Impossible d'enregistrer les identifiants chiffrés.","无法保存加密凭据。","暗号化された認証情報を保存できませんでした。","암호화된 자격 증명을 저장할 수 없습니다.","無法儲存加密認證資訊。","Не удалось сохранить зашифрованные учётные данные.","Nie można zapisać zaszyfrowanych danych uwierzytelniających.","No se pudieron guardar las credenciales cifradas.","Não foi possível salvar a credencial criptografada.","Die verschlüsselten Anmeldedaten konnten nicht gespeichert werden.","Şifrelenmiş kimlik bilgisi kaydedilemedi.","Impossibile salvare le credenziali crittografate."
MSG_CLOUD_SYNC_RESOLVED,"Cloud Sync conflict resolution completed.","La résolution du conflit de synchronisation cloud est terminée.","云同步冲突处理完成。","クラウド同期の競合解決が完了しました。","클라우드 동기화 충돌 처리가 완료되었습니다.","雲端同步衝突處理完成。","Разрешение конфликта облачной синхронизации завершено.","Rozwiązywanie konfliktu synchronizacji w chmurze zostało zakończone.","Se completó la resolución del conflicto de sincronización en la nube.","A resolução do conflito de sincronização na nuvem foi concluída.","Konflikt der Cloud-Synchronisierung wurde aufgelöst.","Bulut Senkronizasyonu çakışma çözümü tamamlandı.","Risoluzione del conflitto di sincronizzazione cloud completata."
CONFIRM_CLOUD_SYNC_RESET,"Remove the saved credential target and synchronization metadata for the current provider?","Supprimer les identifiants enregistrés, la cible et les métadonnées de synchronisation du fournisseur actuel ?","删除当前服务提供商的已保存凭据、目标和同步元数据？","現在のプロバイダーの保存済み認証情報、同期先、および同期メタデータを削除しますか？","현재 서비스 제공업체의 저장된 자격 증명과 대상 및 동기화 메타데이터를 삭제하시겠습니까?","要刪除目前服務提供商已儲存的認證資訊、目標和同步中繼資料嗎？","Удалить сохранённые учётные данные, цель и метаданные синхронизации для текущего провайдера?","Usunąć zapisane dane uwierzytelniające, cel i metadane synchronizacji dla bieżącego dostawcy?","¿Eliminar las credenciales guardadas, el destino y los metadatos de sincronización del proveedor actual?","Remover a credencial salva, o destino e os metadados de sincronização do provedor atual?","Gespeicherte Anmeldedaten, Ziel und Synchronisierungsmetadaten für den aktuellen Anbieter entfernen?","Mevcut sağlayıcı için kaydedilmiş kimlik bilgisini, hedefi ve senkronizasyon meta verilerini kaldırmak ister misiniz?","Rimuovere le credenziali salvate, la destinazione e i metadati di sincronizzazione per il provider corrente?"
GUI_CLOUD_SYNC_CONFLICT_TITLE,"Cloud Sync Conflict","Conflit de synchronisation cloud","云同步冲突","クラウド同期の競合","클라우드 동기화 충돌","雲端同步衝突","Конфликт облачной синхронизации","Konflikt synchronizacji w chmurze","Conflicto de sincronización en la nube","Conflito de sincronização na nuvem","Konflikt der Cloud-Synchronisierung","Bulut Senkronizasyonu Çakışması","Conflitto di sincronizzazione cloud"
GUI_CLOUD_SYNC_CONFLICT_SUBTITLE,"Local and remote data changed since the last successful synchronization.","Les données locales et distantes ont changé depuis la dernière synchronisation réussie.","自上次成功同步后本地和远端数据都发生了变化。","最後に成功した同期以降、ローカルとリモートのデータが変更されています。","마지막으로 성공한 동기화 이후 로컬 및 원격 데이터가 변경되었습니다.","自上次成功同步後，本機與遠端資料都已變更。","Локальные и удалённые данные изменились с момента последней успешной синхронизации.","Dane lokalne i zdalne zmieniły się od czasu ostatniej pomyślnej synchronizacji.","Los datos locales y remotos han cambiado desde la última sincronización correcta.","Os dados locais e remotos foram alterados desde a última sincronização bem-sucedida.","Lokale und entfernte Daten wurden seit der letzten erfolgreichen Synchronisierung geändert.","Son başarılı senkronizasyondan bu yana yerel ve uzak veriler değişti.","I dati locali e remoti sono cambiati dall'ultima sincronizzazione riuscita."
GUI_CLOUD_SYNC_CONFLICT_ACTION,"Choose how to resolve the conflict. Keep Local uploads your current data. Use Remote replaces local data. Merge performs a three-way merge where possible.","Choisissez comment résoudre le conflit. Conserver le local envoie vos données actuelles. Utiliser le distant remplace les données locales. Fusionner effectue une fusion à trois lorsque cela est possible.","选择冲突处理方式。保留本地会上传当前数据。使用远端会替换本地数据。合并会尽可能执行三方合并。","競合の解決方法を選択してください。ローカルを保持すると現在のデータをアップロードします。リモートを使用するとローカルデータを置き換えます。マージでは可能な場合に3ウェイマージを実行します。","충돌 해결 방법을 선택하세요. 로컬 유지는 현재 데이터를 업로드합니다. 원격 사용은 로컬 데이터를 대체합니다. 병합은 가능한 경우 3방향 병합을 수행합니다.","選擇衝突處理方式。保留本機會上傳目前資料。使用遠端會取代本機資料。合併會在可行時執行三方合併。","Выберите способ разрешения конфликта. «Оставить локальные» загрузит текущие данные. «Использовать удалённые» заменит локальные данные. «Объединить» выполнит трёхстороннее слияние, где это возможно.","Wybierz sposób rozwiązania konfliktu. Zachowaj lokalne prześle bieżące dane. Użyj zdalnych zastąpi dane lokalne. Scal wykonuje scalanie trójstronne, gdy jest to możliwe.","Elija cómo resolver el conflicto. Mantener local sube sus datos actuales. Usar remoto reemplaza los datos locales. Combinar realiza una combinación de tres vías cuando es posible.","Escolha como resolver o conflito. Manter local envia seus dados atuais. Usar remoto substitui os dados locais. Mesclar executa uma mesclagem de três vias quando possível.","Wählen Sie aus, wie der Konflikt gelöst werden soll. Lokal beibehalten lädt Ihre aktuellen Daten hoch. Remote verwenden ersetzt die lokalen Daten. Zusammenführen führt, sofern möglich, einen Drei-Wege-Abgleich durch.","Çakışmanın nasıl çözüleceğini seçin. Yereli koru mevcut verilerinizi yükler. Uzağı kullan yerel verilerin yerini alır. Birleştir mümkün olduğunda üç yönlü birleştirme gerçekleştirir.","Scegli come risolvere il conflitto. Mantieni locale carica i dati correnti. Usa remoto sostituisce i dati locali. Unisci esegue una fusione a tre vie quando possibile."
GUI_CLOUD_SYNC_KEEP_LOCAL,"Keep Local","Conserver le local","保留本地","ローカルを保持","로컬 유지","保留本機","Оставить локальные","Zachowaj lokalne","Mantener local","Manter local","Lokal beibehalten","Yereli koru","Mantieni locale"
GUI_CLOUD_SYNC_USE_REMOTE,"Use Remote","Utiliser le distant","使用远端","リモートを使用","원격 사용","使用遠端","Использовать удалённые","Użyj zdalnych","Usar remoto","Usar remoto","Remote verwenden","Uzağı kullan","Usa remoto"
GUI_CLOUD_SYNC_MERGE,"Merge","Fusionner","合并","マージ","병합","合併","Объединить","Scal","Combinar","Mesclar","Zusammenführen","Birleştir","Unisci"
GUI_CLOUD_SYNC_CANCEL,"Cancel","Annuler","取消","キャンセル","취소","取消","Отмена","Anuluj","Cancelar","Cancelar","Abbrechen","İptal","Annulla"
MSG_CLOUD_SYNC_IDLE,"Cloud Sync is ready.","La synchronisation cloud est prête.","云同步已就绪。","クラウド同期の準備ができました。","클라우드 동기화를 사용할 준비가 되었습니다.","雲端同步已就緒。","Облачная синхронизация готова.","Synchronizacja w chmurze jest gotowa.","La sincronización en la nube está lista.","A sincronização na nuvem está pronta.","Cloud-Synchronisierung ist bereit.","Bulut Senkronizasyonu hazır.","La sincronizzazione cloud è pronta."
GUI_SAVE,Save,Enregistrer,保存,保存,저장,儲存,Сохранить,Zapisz,Guardar,Salvar,Speichern,Kaydet,Salva
